,RID,ID_da_resposta,setor,setor_id,min_orgao_limpo,ORG_EXERCICIO,min_cod_limpo,QA1,QA2,faixa_etaria,idade,QA4,QB1,QB2,QB3,QB4,QB5,QB6,QB7,QB8,QC1,QC2,QC3,QC4,QC5,QC6,QC7,QC8,QC9,QC10,QC11,QC12,QC13,QD1,QD2,QD3,QD4,QD5,QD6,QE1,QE2,QE3,QE4,QE5,QE6,QE7,QE8,QE9,QE10,QE11,QE12,QE13,QF1,QF2,QF3,QF4,QF5,QF6,QF7,QF8,QF9,QF10,QF11,QG1,QG2,QG3,QG4,QG5,QG6,QG7,QH1,QH2,QH3,QH4,QH5,QI1,QI2,QI2_O,QI3,QI4,QI4_O,QI5,QI6,QI7,QI8,QI9,QI10,QJ1,QJ2,QJ3,QJ4,peso_orgao,aut_2011,cap_2011,part_dom_2011,per_disc_executed_2011,bud_paid_2011,emp_2011,aut1_2017,aut2_2017,aut3_2017,part_dom_2017,pct_respondidos,mean_Aut1_2018,
387,387,4780,Infrastructure,2,MTPA-ANTT,AGENCIA NAC. DE TRANSPORTES TERRESTRES,21,0,4,2,34,2,3,2,4,3,4,1,3,2,3,4,3,3,3,2,3,2,2,3,3,4,4,3,4,2,3,3,2,1,1,1,1,2,1,4,3,4,4,4,2,2,3,3,1,1,4,1,1,1,1,1,1,4,4,3,3,3,3,3,NA,NA,3,2,3,2,1,,2,Trans,,1,2,ANTT,1,1,0,4,1,3,3,8.397260274,0.037778775,-0.337910908,0.171,0.691,331548994.6,1312,NA,NA,21.87776794,0.133603239,1.767,0.817497388,
388,388,18,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,2,33,2,5,3,5,5,4,1,3,2,4,5,5,2,5,4,2,4,4,3,1,4,3,4,NA,1,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,3,2,1,1,2,1,1,5,1,1,1,5,5,5,5,1,4,4,3,5,4,4,5,1,1,,2,Meio,,1,2,AgÃªncia Nacional de Ãguas,0,#NU,0,4,1,2,2,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
389,389,19,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,1,2,3,45,5,2,2,4,3,3,1,2,3,2,2,3,3,4,4,3,3,2,4,2,2,3,3,4,4,3,1,3,3,5,4,4,2,4,NA,2,2,4,2,2,3,4,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,4,2,3,3,1,,3,Meio,,1,2,AGENCIA NACIONAL DE AGUAS,0,#NU,0,4,2,1,1,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
390,390,24,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,2,39,5,2,4,5,4,4,2,2,3,2,4,5,4,4,4,4,2,2,2,2,2,3,4,5,3,4,4,5,1,5,5,5,4,4,4,4,1,4,2,1,5,4,4,3,3,2,3,3,4,3,3,3,4,4,4,4,5,4,4,4,4,4,3,3,3,1,,3,Meio,,1,2,AgÃªncia Nacional de Ãguas,1,3,0,4,2,2,3,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
391,391,39,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,1,2,3,42,4,4,3,5,4,3,1,3,3,3,4,3,4,3,2,2,2,1,3,1,1,4,4,5,3,3,4,4,2,4,5,4,2,3,2,NA,2,3,3,1,4,5,5,2,2,3,3,5,5,4,5,5,4,3,3,2,2,2,2,4,4,5,3,4,3,1,,3,Meio,,1,2,Agencia Nacional de Aguas,1,2,0,4,1,2,2,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
392,392,167,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,2,36,3,2,3,5,4,4,1,4,3,4,4,3,3,4,4,4,4,3,3,1,3,3,4,4,2,4,4,4,2,2,4,4,4,4,3,4,4,4,3,2,2,2,2,1,2,2,1,3,2,3,2,4,4,4,3,3,3,3,3,4,4,4,4,4,3,1,,3,Meio,,1,2,AgÃªncia Nacional de Ãguas,1,2,0,4,1,1,1,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
393,393,334,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,4,55,4,4,3,4,4,4,1,3,4,2,3,3,4,4,2,2,2,1,5,1,1,4,4,4,1,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,2,1,1,4,2,5,3,3,2,2,2,2,2,2,2,4,3,4,4,1,4,1,,3,Meio,,1,2,AgÃªncia Nacional de Ãguas,1,1,0,4,3,1,1,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
394,394,628,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,5,2,37,3,3,3,4,3,4,1,4,4,2,2,3,4,2,3,4,2,3,1,2,3,4,4,4,2,3,4,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,5,5,5,5,5,5,5,4,4,4,4,4,3,1,,3,Meio,,1,2,ANA,1,1,0,3,3,3,4,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
395,395,658,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,2,40,3,2,1,5,1,3,1,3,3,2,2,1,1,1,3,4,1,1,3,3,4,4,3,4,2,3,5,4,1,2,5,3,3,3,3,3,3,3,3,1,1,2,4,1,1,1,1,1,5,1,1,1,3,4,4,2,2,1,1,4,4,4,2,2,2,1,,3,Meio,,1,2,ANA,1,1,0,3,1,1,3,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
396,396,719,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,1,2,2,37,4,4,2,5,2,3,1,2,3,2,2,2,4,2,3,3,2,2,2,2,3,4,3,4,3,NA,3,4,4,4,2,2,4,3,4,4,2,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,4,2,2,3,3,2,2,4,2,2,4,3,2,1,,3,Meio,,1,2,AgÃªncia Nacional de Ãguas,0,#NU,0,4,NA,2,2,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
397,397,881,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,1,NA,4,54,5,2,1,4,2,4,1,3,3,1,2,1,3,2,2,2,2,1,5,1,3,4,3,2,4,4,1,1,2,4,5,5,5,5,1,1,4,2,5,2,3,2,2,1,1,1,2,4,2,1,4,3,4,4,2,3,4,4,2,4,3,4,4,4,3,1,,3,Meio,,1,2,Agencia Nacional de Aguas,1,3,0,3,1,4,3,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
398,398,1055,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,1,2,2,36,3,4,2,5,4,4,1,4,2,2,3,3,1,3,3,4,2,4,4,1,4,3,4,3,3,2,3,4,4,4,2,4,4,4,4,2,2,4,4,4,2,5,1,1,1,1,4,5,5,1,1,3,4,2,4,3,2,2,3,4,4,4,4,3,1,1,,2,Meio,,1,2,AGENCIA NACIONAL DE AGUAS,0,#NU,0,4,1,2,2,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
399,399,1101,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,1,2,3,47,3,2,2,5,1,4,2,3,4,1,1,4,1,1,2,4,2,5,4,3,3,4,1,4,2,1,5,5,1,3,1,1,1,1,1,1,2,3,4,1,1,5,5,1,1,3,5,5,5,2,1,2,5,5,2,2,1,2,2,2,2,2,2,2,4,1,,3,Meio,,1,2,Agencia Nacional de Ãguas,0,#NU,0,4,1,1,1,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
400,400,1119,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,4,57,4,4,3,5,4,3,3,3,4,3,4,4,3,4,3,5,2,3,2,1,1,4,4,4,3,4,4,4,4,3,4,3,2,3,3,3,2,3,4,2,2,4,3,1,1,1,2,4,2,3,2,3,4,4,4,4,4,4,4,3,3,4,4,3,3,1,,3,Meio,,1,2,Agencia Nacional de Aguas,0,#NU,1,3,1,3,3,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
401,401,1302,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,3,46,4,4,2,5,4,4,1,4,2,2,4,5,4,4,4,4,4,4,5,1,1,2,2,5,4,4,4,4,4,4,4,4,1,1,3,2,1,4,4,4,2,4,3,1,1,1,2,3,3,3,2,4,4,4,4,4,4,4,4,4,2,5,4,4,2,1,,3,Meio,,1,2,AGÃŠNCIA NACIONAL DE ÃGUAS,0,#NU,0,4,1,1,1,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
402,402,1361,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,5,63,3,4,3,4,4,4,1,4,3,3,3,3,3,4,3,3,3,4,3,2,2,2,4,3,2,4,4,4,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,4,3,3,3,3,4,3,4,3,3,3,3,1,1,,3,Meio,,1,2,Agencia Nacional de Ãguas,1,1,0,4,1,3,3,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
403,403,1397,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,4,3,42,2,4,4,5,3,3,1,3,2,2,2,4,3,3,2,4,2,2,4,3,2,4,4,2,4,3,NA,4,2,4,5,4,3,2,3,3,1,4,4,2,4,4,1,1,2,2,1,1,2,1,1,2,4,4,3,2,1,4,2,4,4,5,3,2,3,1,,3,Meio,,1,2,Agencia Nacional de Aguas,0,#NU,0,4,1,3,3,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
404,404,1426,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,2,31,4,4,1,4,5,2,1,3,3,4,4,5,4,4,4,4,3,3,5,1,2,3,3,4,2,4,4,4,4,3,5,3,4,2,3,2,3,4,4,1,2,3,3,1,1,2,2,2,4,3,4,3,5,4,4,5,4,4,4,NA,4,4,2,4,2,1,,3,Meio,,1,2,Agencia Nacional de Aguas,1,3,0,3,2,2,1,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
405,405,1896,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,1,2,2,38,4,3,4,5,3,4,1,4,3,2,4,2,4,2,4,5,2,3,4,1,3,3,5,4,1,4,5,4,5,3,4,3,4,3,4,3,4,4,4,4,3,5,5,2,1,5,2,5,1,4,5,3,4,4,4,4,4,2,2,5,4,3,4,4,3,1,,3,Meio,,1,2,Agencia Nacional de Aguas,1,2,0,4,3,1,1,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
406,406,1966,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,4,60,3,4,2,5,2,4,1,3,1,2,2,4,4,4,2,4,2,2,2,1,3,3,4,1,3,3,4,5,2,4,4,4,1,1,4,4,4,4,4,2,4,1,1,1,1,1,1,5,4,1,1,2,4,4,4,4,4,4,4,4,2,4,4,4,2,3,,3,-oth-,AgÃªncias,1,2,AgÃªncia Nacional de Ãguas,1,1,0,4,1,1,1,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
407,407,2159,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,1,4,1,29,2,4,3,5,3,4,1,4,1,2,2,2,1,3,2,4,2,2,4,2,4,4,3,3,2,4,3,3,4,4,4,4,4,1,3,3,3,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,1,1,,2,Meio,,1,2,AGENCIA NACIONAL DE AGUAS,0,#NU,0,4,1,1,1,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
408,408,2210,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,1,25,2,2,4,5,5,4,2,4,3,1,3,4,3,4,4,2,4,3,4,2,4,3,4,NA,2,3,NA,NA,1,2,3,3,4,4,NA,NA,4,4,4,NA,NA,4,4,1,1,2,1,1,5,3,NA,3,5,5,3,4,4,4,3,4,4,3,2,3,1,1,,2,Meio,,1,2,agencia nacional de aguas,0,#NU,0,4,2,1,1,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
409,409,2246,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,4,5,63,4,5,5,5,5,4,2,4,4,5,5,5,5,5,4,5,NA,3,1,NA,NA,NA,5,NA,NA,5,5,NA,3,3,3,5,3,3,3,3,3,3,3,3,NA,4,3,1,1,1,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,6,2,,3,Meio,,1,2,ANA,1,3,0,NA,1,NA,NA,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
410,410,2258,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,4,58,4,4,4,4,4,3,1,4,2,2,3,3,4,3,3,3,3,2,3,2,3,3,4,3,2,4,4,3,3,4,3,4,3,3,4,4,2,4,3,3,3,4,4,2,2,1,1,1,2,4,2,2,3,3,2,2,3,3,2,4,2,4,3,3,5,2,,4,Meio,,1,2,Agencia Nacional de Aguas,1,2,0,3,1,3,3,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
411,411,2284,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,3,43,4,4,4,5,3,3,1,3,3,2,4,3,4,3,2,4,4,4,2,2,3,4,4,4,2,4,4,4,4,4,4,3,4,2,4,4,2,3,4,4,2,4,3,1,1,4,1,3,5,2,3,3,5,4,5,4,4,3,4,5,4,2,2,4,6,1,,3,Meio,,1,2,AGENCIA NACIONAL DE AGUAS,1,2,0,4,1,2,2,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
412,412,2634,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,2,39,4,3,2,4,4,4,1,3,3,2,2,3,4,4,2,5,3,2,4,2,2,3,4,4,4,4,4,2,5,5,5,5,2,3,4,NA,3,3,4,2,4,4,4,1,1,1,2,2,2,1,1,2,4,4,3,4,4,4,4,3,3,4,4,4,2,1,,3,-oth-,AgÃªncia Reguladora,1,2,ANA,0,#NU,0,4,2,2,2,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
413,413,2699,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,3,45,3,3,3,4,4,4,2,3,2,3,4,4,3,4,4,2,2,2,4,2,3,2,4,3,2,4,4,3,4,3,3,3,4,4,3,3,3,4,3,3,3,5,4,1,1,2,1,1,4,5,1,1,4,4,4,4,4,4,4,4,4,2,4,4,4,2,,4,Meio,,1,2,AgÃªncia Nacional de Ãguas,0,#NU,0,4,2,1,1,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
414,414,2756,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,1,2,5,64,5,3,3,5,3,4,1,4,2,2,2,2,1,2,2,3,3,3,2,2,NA,NA,NA,NA,NA,5,5,2,3,3,3,1,1,3,NA,1,1,1,1,NA,1,3,3,1,1,1,1,1,1,1,4,4,5,5,5,5,4,2,2,NA,NA,NA,2,4,4,2,,4,Meio,,1,2,AgÃªncia Nacional de Ãguas,1,2,0,NA,NA,NA,NA,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
415,415,2806,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,5,61,4,5,4,4,5,3,1,3,3,4,4,4,4,4,3,3,1,1,3,2,1,3,3,2,2,4,5,3,4,4,4,3,4,4,2,3,2,3,4,3,3,5,3,1,1,2,3,5,4,2,5,4,2,4,2,4,4,3,4,2,3,4,4,4,6,1,,3,Meio,,1,2,AGENCIA NACIONAL DE AGUAS,0,#NU,0,3,1,2,2,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
416,416,2888,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,3,41,3,2,3,5,3,4,2,3,3,2,2,2,3,3,3,4,3,3,4,2,3,4,3,NA,2,3,4,3,2,2,4,4,2,3,NA,3,2,3,3,3,1,2,1,1,NA,2,1,1,5,1,1,1,4,4,4,4,3,4,4,4,4,2,3,3,3,1,,3,Meio,,1,2,AgÃªncia Nacional de Aguas-Ana,1,1,0,4,1,1,2,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
417,417,3003,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,5,64,3,4,4,5,2,4,1,4,3,3,4,4,3,2,5,3,3,4,1,4,NA,NA,4,4,2,3,3,3,2,2,2,2,2,2,4,4,2,4,NA,NA,2,1,1,1,1,1,1,1,5,1,1,1,4,4,4,4,2,2,3,4,4,4,4,4,2,2,,3,Meio,,1,2,Agencia Nacional de Aguas,1,2,0,4,1,3,3,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
418,418,3107,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,1,2,4,56,4,3,3,4,1,4,3,4,3,1,1,1,2,2,4,2,1,1,4,2,3,3,2,4,5,3,1,2,5,5,5,4,5,5,2,2,2,4,4,2,1,4,5,1,1,2,1,2,2,3,3,1,1,2,1,2,1,1,1,3,2,5,1,1,5,2,,4,Meio,,1,2,Agencia Nacional de Aguas - ANA,1,2,0,4,1,3,3,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
419,419,3145,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,2,38,3,5,4,4,3,3,2,3,4,3,4,3,3,3,4,4,4,1,2,4,3,3,4,3,2,4,NA,4,4,4,4,4,4,2,2,2,2,NA,4,2,NA,4,3,1,1,1,2,3,1,1,4,2,4,4,2,4,4,3,3,3,3,4,4,4,3,1,,3,Meio,,1,2,Agencia Nacional de Aguas,0,#NU,0,4,1,1,1,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
420,420,3154,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,1,NA,2,33,4,4,4,4,4,3,2,3,4,2,3,2,3,4,4,4,2,2,4,2,3,2,5,3,2,5,3,4,4,5,4,4,4,2,2,3,2,4,3,4,5,5,3,1,1,1,1,2,1,5,1,3,5,5,4,3,3,3,3,4,4,4,4,3,2,1,,3,Meio,,1,3,AGENCIA NACIONAL DE ÃGUAS,1,2,0,4,1,2,2,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
421,421,3227,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,3,43,4,2,4,5,5,4,1,3,2,4,5,5,4,5,4,NA,NA,2,4,2,1,3,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,2,1,1,1,4,4,4,5,4,3,5,2,3,4,4,3,4,4,4,3,4,3,1,,3,Meio,,1,2,AGENCIA NACIONAL DE AGUAS,1,2,0,4,1,1,1,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
422,422,3294,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,4,59,2,2,3,2,3,3,3,3,3,3,3,4,4,2,3,4,4,3,3,1,2,3,4,2,2,3,4,4,4,2,4,3,4,3,3,4,4,4,3,5,2,2,3,1,1,3,1,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,6,1,,2,Meio,,1,2,ANA,0,#NU,0,3,1,1,1,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
423,423,3358,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,4,55,5,4,4,4,4,3,2,3,3,3,4,4,4,3,3,4,2,3,3,2,2,3,4,3,2,4,4,4,3,3,3,3,3,3,2,3,2,3,4,3,3,5,4,2,2,5,4,5,5,2,4,4,4,4,4,4,4,4,4,4,4,3,4,3,6,1,,3,Meio,,1,2,Agencia Nacional de Aguas,1,1,1,3,2,2,2,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
424,424,3425,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,1,2,3,44,4,4,4,5,4,4,1,4,2,4,4,4,4,4,4,4,NA,3,4,4,3,3,4,4,2,4,NA,NA,4,2,4,2,4,4,2,2,4,4,4,4,2,3,2,1,1,1,2,2,3,1,2,2,5,4,4,4,4,4,3,4,4,4,4,4,3,1,,3,Meio,,1,2,AgÃªncia Nacional de Ãguas - ANA,0,#NU,0,4,1,2,2,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
425,425,3493,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,4,3,43,2,1,2,5,3,4,1,3,2,4,3,4,3,3,2,4,2,2,4,2,2,2,4,4,2,4,3,3,4,3,2,2,3,2,2,2,2,2,2,2,3,2,4,1,1,1,1,1,4,4,4,4,5,5,5,4,4,3,3,5,4,4,4,5,4,1,,3,Meio,,1,2,AgÃªncia Nacional de Ãguas - ANA,1,1,0,3,1,3,3,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
426,426,3543,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,4,4,55,4,4,4,5,3,4,2,4,2,2,3,3,3,3,3,3,3,2,4,2,2,3,4,4,2,4,3,3,3,3,4,4,4,4,4,4,3,4,3,3,3,4,2,2,2,2,1,3,2,3,3,3,4,4,3,3,4,3,3,4,3,4,4,4,4,1,,3,Meio,,1,2,AGENCIA NACIONAL DE AGUAS,1,2,0,2,1,3,3,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
427,427,3603,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,3,48,4,2,2,5,1,2,3,2,4,1,1,1,2,1,2,4,1,2,2,2,3,4,2,2,4,4,2,4,2,2,1,4,1,4,2,1,2,4,2,1,3,5,4,1,1,5,1,1,3,3,1,4,2,2,2,2,1,1,2,4,4,2,2,2,3,1,,3,Meio,,1,2,AgÃªncia Nacional de Ãguas,0,#NU,0,3,1,4,4,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
428,428,3638,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,4,2,40,4,3,2,4,1,4,2,4,3,1,3,5,3,3,3,4,3,1,5,2,4,1,4,1,2,2,4,4,5,4,4,4,2,4,4,3,3,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,4,3,2,3,3,4,1,3,1,,3,Meio,,1,2,AgÃªncia Nacional de Ãguas,1,3,0,3,2,1,1,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
429,429,3685,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,2,5,64,4,4,4,4,4,4,1,4,2,3,4,4,4,4,3,4,1,2,2,2,1,4,4,2,2,4,3,4,2,3,4,4,4,4,3,3,2,3,2,3,2,4,5,3,2,2,3,5,5,4,5,5,4,3,2,4,2,2,3,5,4,3,2,4,3,2,,4,Meio,,1,2,Agencia Nacional de Aguas - ANA,1,2,0,4,2,1,1,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
430,430,3768,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,1,2,3,50,5,4,3,4,4,4,1,4,3,2,4,2,3,4,4,2,2,2,3,1,1,3,4,3,2,4,3,4,2,4,2,4,2,4,4,2,2,4,2,3,2,4,4,2,2,2,3,3,2,4,2,2,4,4,4,4,4,3,2,4,4,3,3,3,4,1,,3,Meio,,1,3,AGENCIA NACIONAL DE AGUAS,1,1,0,4,3,3,3,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
431,431,3903,Social and Environmental,5,MMA-ANA,AGENCIA NACIONAL DE AGUAS,14,0,NA,3,42,5,4,4,4,1,4,1,4,2,4,4,4,4,1,4,NA,4,4,4,2,2,2,4,4,2,4,2,4,2,4,4,4,4,4,4,4,1,4,4,4,4,5,5,3,2,4,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,1,,3,Meio,,1,2,AgÃªncia Nacional de Ãguas,1,1,0,4,2,2,2,6.611111111,-0.080222545,0.209082884,0.233,0.471,244579491.9,335,NA,NA,16.71826625,0.185185185,0.75,0.8303437,
